n,F(n)
710308495661324719842026208832822602115815958681317888359,20019345248801333461735887606886419825177031252580573997079513147164336877729430771678859767281402798150309825517014
710548234405984075041527209745091770389833123808496271677,12743857457944192882350151736965914034003443628679726794770303513954198647000313778344541467182225830438813732841630
711396193595955410991768280924733261390606818259402592811,10760006263370160337443750908361669295542111371206672982575979154700803637432702510527199019865441854805180297625039
711558436363520970759291450815649237817865873701896698491,13813288736852704714729093037158938408554559746993596247851733731558138164992112388394449111452864515412292662049934
714102205283134511650406422912613977210450549860709860811,15929224197572046129419630315828585434787162951479556531031288511376088325576810815532868298583206529831074749438653
715241521755273231916818038784384181306480122472284021001,19057219518535911267347788283634290016654455340092594932662351074677926002339534255331701193176872926303706621105021
715270924328243566361803390136876105136934246941975602879,7275299986031076520463904591741019266764329951477565142378091592974400561344205032476292888999059798923508313344640
715404641497847066524796587266270709410679095318296213881,8893377823116819295632260294369927882746174210946120294944465373378437144238177068477530533594618484588781265671375
715434050776440589846095169093627339037560957346114984399,16572591990762221977818485150173823598355407452016408938984760067825597022003260149757168801046272981354584603225382
716500143178786326519639319612732225996153954083166116149,21595579917702237496994581217786977559652713255329317206221379247762642955704167832161620062962834230739935539618751
716529597491913127345191857403090551645729751932007401971,9696649462565815685285659251478575347367779882910887175866107732629017686426242157188345416787598678131067050281616
718646385904376685405736741067615801288049322252023513139,17441735203956967271064955537231221268307080767401344673783646937122382988771506374915887786884148211965420683928637
718675928446523239382612125609328187980761963098248926181,11554767134803460452664556422806637168322691188498959222002708236374689235684659250466389422095419902417156302263572
719814478687939904431490262609302285803793487165782034067,8318425201092008740017210551643419444894331260313329208491486225503393275512607781118248647889844300343672653150670
721789331416962285873122154661531696607943811242789271937,14009129565302910278149195760789250966097468920973303811482742238061727522503383086975223186751307567941541344378686
721970649350802024204710957499469293101294898490296071237,10767543543462653107706887847769177623236865218227991602528874414581491183261165997689563822545420477944300187747166
723241112122860573626634723855403138339273023498628533313,19905120768346843128568335756763522796261115881278570791371127553422806424161307958556933535688057142716445887287582
726208671159220759537357995928299448189458390837733834621,11177054215134218727341914421731269249633939102804628623950231971460065774951926875988369504074170569001329159518444
726238524576277766652769319254057798319471540046869434859,781195973461527217501523832766404839805221446292056385163668544413560673484089878531805160693892312209128771276312
727563095972262359774030107597731875428711391537246889689,10638314302421488990247648556768224017110032441992622547922057517003175379571905399740078617442725343951724304324673
728157622419908674248927242434441592549603854965159157187,15729996596749173493114181397506127310936298848486729673086791292424813767549403644260689630931126664369928896374334
730164080369342197661294970848918255121775244353786640969,18812904712645394469221722534708750670120151033867495744122786836453666941255195686160580054763867505705189069936490
731202170603890284139563579229411856002546378068003152527,5262453787485081140434756842208208556611074179093267675571831227971920645242746500695689489190747438623082294105869
731448961247031281036091843102414674855219976969156907381,13608564901896504051220585750657159345428773789113495009842819132578045473209641714304466615440103579753432113509718
731495811505193067500529574655471890485785714486262886499,23510477503034037952573453509437582363610551763259234972076609980107649020501160996768728162759295098417383544097213
